STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,PATENT_AUTHORITIES,,FREQ,,MEASURE,,UNIT_MEASURE,,DATE_TYPE,,REF_AREA,,PARTNER_AREA,,AGENT_ROLE,,COOPERATION_TYPE,,WIPO,,OECD_TECHNOLOGY_PATENT,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,DECIMALS,,UNIT_MULT,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,UZB,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MDA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DZA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,KAZ,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DJI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,URY,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,NGA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DJI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,KAZ,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,AND,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MDA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,UZB,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,SLV,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,SYC,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TUN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MKD,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MNG,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,YUG_F,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JOR,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JAM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,GTM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,KEN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,PRK,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TTO,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,BIH,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TTO,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,GTM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JAM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JOR,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,YUG_F,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,VEN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,ECU,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,ZWE,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MKD,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,PRI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,PAK,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,SLV,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,UZB,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DZA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DJI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,NGA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2020,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,URY,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DJI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MDA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,UZB,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,SLV,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TUN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,PRI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MNG,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,ZWE,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,ECU,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,YUG_F,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JOR,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,GTM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TTO,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2021,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,BIH,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TTO,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,KEN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,GEO,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,LBN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,GTM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JAM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,JOR,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,YUG_F,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MLT,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,VEN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,ECU,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,ZWE,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,LKA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MNG,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MKD,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,TUN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,SYC,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,PAK,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,SLV,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,BLR,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,UZB,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,MDA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,KWT,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DZA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,AND,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,PAN,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,DJI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,CYM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,9P50_2,,A,,PF,,PATN_FM,,PRIORITY,,NGA,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2022,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,US50,,A,,GR,,PATN,,PRIORITY,,SLV,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,US50,,A,,GR,,PATN,,PRIORITY,,YUG_F,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,US50,,A,,GR,,PATN,,PRIORITY,,ZWE,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,US50,,A,,GR,,PATN,,PRIORITY,,PRI,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2018,,0,,A,,1,,0,
DATAFLOW,OECD.STI.PIE:DSD_PATENTS@DF_PATENTS_OECDSPECIFIC(1.0),,I,US50,,A,,GR,,PATN,,PRIORITY,,JAM,,_Z,,INVENTOR,,_Z,,_Z,,_T,,2019,,0,,A,,1,,0,
